submission_id,request_id,participant_id,participant_session_id,image_id,survey_index,description,word_count,feedback,time_spent_seconds,is_survey,is_attention_check,attention_passed,flagged_too_fast,quality_score,alignment_score,ip_hash,user_agent,device_type,extra_metadata,tab_switch_count,page_close_attempts,network_disconnects,survey_time_spent_seconds,survey_page_views,survey_tab_switches,survey_page_close_attempts,survey_network_disconnects,survey_max_scroll_depth_pct,survey_clicks,survey_keypresses,created_at,attention_tier,attention_confidence,expected_term_recall,matched_term_count,expected_term_count,distinct_word_count,descriptive_token_count,writing_quality_score,behavior_risk_score,alignment_precision,alignment_recall,alignment_object_f1,alignment_relation_score,alignment_scene_consistency_score,alignment_wrong_object_penalty,alignment_natural_language_score,alignment_stuffing_penalty,consecutive_failures,hard_flag_triggered,soft_flag_triggered,supporting_signals,too_fast_score,too_fast_threshold_seconds,too_fast_margin_seconds,copy_paste_likelihood_score,typing_effort_risk,speed_risk,session_integrity_risk,watchlist_triggered,enforcement_status,soft_review_recommended,submission_id,time_before_typing_seconds,edit_count,backspace_count,avg_keystroke_interval_seconds,keystroke_variance,pause_count,avg_pause_duration_seconds,revision_bursts,hesitation_score,submitted_without_typing_pause,confidence_rating,difficulty_self_report,first_view_duration_seconds,writing_duration_seconds,object_mention_count,spatial_mention_count,reference_coverage,detail_density_score,id_img,image_id_img,url,is_active,edits_per_word,pauses_per_word,typing_speed,cognitive_load,quality_score_proxy,alignment_proxy,strain_index,split
407,816128b9-5848-43af-858b-2ca0e2417186,412,726.0,221,1.0,There is a party and all are celebrating party some peoples and some animals. Event organizes in forest part. Trees are decorated with light bulbs .A bear character on the right side and several human like kids on the left end center.A cack placed on the table . The background looka colourful and slightly abstract  possibly representing an outdoor or fantastic setting.,62,Image is not proper,471.306,True,False,0,False,0.6249,0.1183,db02b05f0f55c2cf94d672f3904cf00a89431c48342b0443ad5e9b40cb592780,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['tree'], 'missed': ['candle', 'tea', 'teddy'], 'correct': [], 'relation_hits': [], 'style_metrics': {'token_count': 59.0, 'unique_ratio': 0.8136, 'sentence_count': 6.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.0847, 'repeated_bigram_ratio': 0.0345, 'natural_language_score': 1.0}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",0,0,0,471.274,1,0,0,0,100,17,406,2026-04-06 07:34:52.584788+00:00,0,0.0,0.0,0.0,0.0,48,0.0,0.4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,1.0,0.0,0,False,False,{},0.0,123.68,-347.63,0.0,0.0,0.0,0.0,False,normal,False,407,15.617,404,54,1.1240968,50.34438,28,11.229215,6,0.8499,False,2,4,15.617,455.689,1,3,0.0,0.6315,221,223.jpg,https://d15t657aq01nli.cloudfront.net/223.jpg,True,6.516129032258065,0.45161290322580644,0.13154935434728182,6.033115945711513,0.14169733893965,0.0899774298098429,0.2309267188730628,train
55,ca92b430-28d1-44c2-b76e-a4255dfb4189,57,96.0,37,2.0,A penguin standing in the middle of the icy polar land quietly building a small snowman beside it. Theres no one around just endless snow and silence yet it still chooses to create something with its own effort. It feels like even in loneliness it didnt stop living didnt stop finding small reasons to smile. Sometimes life is just like thiscold quiet and a little empty. But even then we try to build our own little happiness even if no one is there to see it.,86,Nothing,191.14,False,True,True,False,0.7606,0.7213,c526bd2d81d04585c4e53bf4aea6c2c499065a86a8576adb551922927057796b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': [], 'missed': ['tree'], 'correct': ['penguin', 'snow'], 'relation_hits': [], 'style_metrics': {'token_count': 83.0, 'unique_ratio': 0.7349, 'sentence_count': 5.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0241, 'relation_term_density': 0.0843, 'repeated_bigram_ratio': 0.0244, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 61, 'repetitive_template_detected': False}, 'enforcement': {'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",1,0,0,199.475,1,1,0,0,100,8,44,2026-03-29 17:31:37.376670+00:00,weak_pass,0.76,0.6667,2.0,3.0,61,47.0,0.6516,0.0147,1.0,0.6667,0.8,0.0,0.8,0.0,1.0,0.0,0,False,False,"{'alignment_score': 0.7213, 'alignment_recall': 0.6667, 'matched_term_count': 2, 'distinct_word_count': 61, 'expected_term_count': 3, 'expected_term_recall': 0.6667, 'descriptive_token_count': 47}",0.0095,109.83,-81.31,0.0,0.0,0.0095,0.09,False,normal,False,55,5.048,42,17,4.4961953,611.7162,3,58.286335,1,0.5058,False,3,1,5.048,186.092,2,2,0.6667,0.7377,37,37.svg,https://d15t657aq01nli.cloudfront.net/37.svg,True,0.4883720930232558,0.03488372093023256,0.44993198702521714,2.8715484843600905,0.24966621328270716,0.6238810891576765,0.028781108769350066,test
59,92730315-97c0-4be4-92c4-c2e5d961bf60,62,106.0,35,2.0,Here is an mokey and it also has light brown colour of its body with simple background with shield in his hand with same blush in his cheeks and tongue of it is outside and there are stars in the background and 2 heart too and it looks like he is enjoying being clicked image of it keep it up it looks good,62,Keep it up,193.298,True,False,0,False,0.6071,0.0834,21b60b6967351687bdabae2a6dfb6620c9c05d58f725aabc77160d8deb5ba8b5,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['heart'], 'missed': ['dog'], 'correct': [], 'relation_hits': [], 'style_metrics': {'token_count': 62.0, 'unique_ratio': 0.6774, 'sentence_count': 1.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.0968, 'repeated_bigram_ratio': 0.0656, 'natural_language_score': 0.846}}, 'enforcement': {'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",3,0,0,197.734,1,4,1,0,100,8,440,2026-03-29 18:50:58.323512+00:00,0,0.0,0.0,0.0,0.0,42,0.0,0.484,0.0437,0.0,0.0,0.0,0.0,0.0,0.035,0.846,0.0,0,False,False,{},0.0175,102.02,-91.28,0.0,0.0,0.0175,0.27,False,normal,False,59,7.081,436,88,0.42264828,12.154213,9,11.183556,6,0.5883,False,5,1,7.081,186.217,1,1,0.0,0.5503,35,35.svg,https://d15t657aq01nli.cloudfront.net/35.svg,False,7.032258064516129,0.14516129032258066,0.32074827468468375,2.2225584153068976,0.12431502731795827,0.14306015997917337,0.2640922306315162,train
325,39dc73cf-9d88-41ba-91d0-4bf2a3598c0a,353,637.0,62,1.0,This is a Beautiful picture of nature. This place shows a small house with around a green trees. A wonderful water fall flows in this place. A Beautiful birds are flying in the clouds. The birds are mack a magical atmosphere in the small world. It feels very quiet and happy. A small pink color flowers are make a very Beautiful place and green grass.,65,Nice and critical thinking,1300.032,False,True,True,False,0.6715,0.5534,9286d204b58aa0737a8d817156c2e248db06d9aad18f4da545f75a6b15da8355,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['bird', 'flower', 'grass', 'water'], 'missed': ['mountain'], 'correct': ['cloud', 'home', 'tree'], 'relation_hits': [], 'style_metrics': {'token_count': 57.0, 'unique_ratio': 0.6842, 'sentence_count': 7.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.1053, 'repeated_bigram_ratio': 0.0536, 'natural_language_score': 0.9826}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 4, 'keyword_missing': False, 'distinct_word_count': 39, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",1,0,0,1300.013,4,1,0,0,100,61,908,2026-04-04 04:03:28.486905+00:00,pass,0.82,0.75,3.0,4.0,39,27.0,0.551,0.0144,0.4286,0.75,0.5455,0.0,0.85,0.0286,0.9826,0.0,0,False,False,"{'alignment_score': 0.5534, 'alignment_recall': 0.75, 'matched_term_count': 3, 'distinct_word_count': 39, 'expected_term_count': 4, 'expected_term_recall': 0.75, 'descriptive_token_count': 27}",0.0,113.21,-1186.82,0.0,0.0,0.0,0.09,False,normal,False,325,209.905,644,436,1.6893655,30.253094,113,7.7873096,38,1.0,False,5,5,209.905,1090.127,7,0,0.75,0.5861,62,62.svg,https://d15t657aq01nli.cloudfront.net/62.svg,True,9.907692307692308,1.7384615384615385,0.04999876926106435,7.245481600386942,0.12656113342733233,0.7111846243275706,0.5459776407150868,test
326,4d978fee-d1e6-4258-8fa0-b12ce865852a,356,645.0,91,1.0,The image is a colorful cartoonstyle illustration of a tropical village scene. In the foreground a young girl with braided hair holds a green spotted snake wrapped around her arms smiling. Behind her a woman in a red skirt carries a basket and holds an orange snake. Near them an elderly man with a white beard sits at a small table with an orange snake draped over his arm a child kneels beside him with a pot and a white snake. The village setting includes thatched huts palm trees lush greenery and a flowing blue river. Other villagers are seen in the background some interacting with snakes. The atmosphere feels lively and culturally stylized.,114,Great work,231.759,False,True,True,False,0.7031,0.5183,845b019f82585321de96b0c51d542acfa54b4dd1f77dc226b64d081a1c00f281,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['basket', 'river', 'tree'], 'missed': ['people'], 'correct': ['snake', 'village'], 'relation_hits': [], 'style_metrics': {'token_count': 101.0, 'unique_ratio': 0.7723, 'sentence_count': 7.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0594, 'relation_term_density': 0.1485, 'repeated_bigram_ratio': 0.03, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 78, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",4,0,0,231.652,1,4,0,0,100,17,67,2026-04-04 04:12:53.750382+00:00,weak_pass,0.76,0.6667,2.0,3.0,78,65.0,0.7009,0.0576,0.4,0.6667,0.5,0.0,0.8,0.029,1.0,0.0,0,False,False,"{'alignment_score': 0.5183, 'alignment_recall': 0.6667, 'matched_term_count': 2, 'distinct_word_count': 78, 'expected_term_count': 3, 'expected_term_recall': 0.6667, 'descriptive_token_count': 65}",0.0,174.0,-57.76,0.0,0.0,0.0,0.36,False,normal,False,326,100.982,40,13,3.2602308,96.01214,6,20.035166,1,0.85,False,5,1,100.982,130.777,5,4,0.6667,0.7833,91,91.svg,https://d15t657aq01nli.cloudfront.net/91.svg,True,0.3508771929824561,0.05263157894736842,0.49189028257802286,2.6818006925269966,0.37842314553063144,0.6242555208335936,0.025963560281236316,train
489,1d25d2e8-77d8-4e5f-a9d8-11c1e142f9a5,476,930.0,2,0.0,The image shows a soft pastel illustration of a small cream colored kitten sitting in the middle of a gentle floral scene. The kitten has large dark eyes pink inner ears a tiny pink nose and a purple bow around its neck. Butterflies are flying around it and pink and white flowers appear near the bottom. The background feels bright calm decorative and cheerful overall.,65,I liked this picture because the main subject was easy to notice and the soft colors made the scene feel pleasant and clear.,364.767,False,True,False,False,0.4244,0.0917,47b3b2dafecafdcf31433187e7fffab6e2ee8a6b1b2d1ceeded529e30788638f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",desktop,"{'attention': {'strict': True}, 'seed_source': 'dynamic_live_backend', 'seed_submitted_at': '2026-04-09T19:02:10.822855+00:00'}",1,0,0,429.3202,1,1,0,0,100,29,534,2026-04-09 19:02:10.822855+00:00,fail,0.14,0.0,0.0,3.0,49,40.0,0.5855,0.2944,0.0,0.0,0.0,0.0,0.0,0.0483,1.0,0.0,1,False,False,"{'alignment_score': 0.0917, 'alignment_recall': 0.0, 'matched_term_count': 0, 'distinct_word_count': 49, 'expected_term_count': 3, 'expected_term_recall': 0.0, 'descriptive_token_count': 40}",0.0,92.03,-272.74,0.0,0.0,0.0,0.09,True,watchlist,False,489,51.7235,405,22,0.8553,4.2256,27,4.8099,5,0.9924,False,5,2,35.0,313.0435,5,3,0.0,0.6021,2,2.svg,https://d15t657aq01nli.cloudfront.net/2.svg,True,6.230769230769231,0.4153846153846154,0.17819594426030863,3.9093651121113,0.1530467776236415,0.07967725632600743,0.2153264183836519,train
60,eb9b2113-9518-4f00-95c4-55ad37d3a7ec,60,104.0,36,1.0,a sleek image viewer interface a centered minimalist illustration of a serene mountain landscape at sunset. soft peach and lavender skies hover above layered blue mountains while a winding river glows faintly as it snakes through dark forest silhouettes. the surrounding UI is a dark glossy and modern with blurred edges creating a calm cinematic focus on the art work.,60,great,933.649,False,True,False,False,0.51,0.4325,b050532a8c6b904c95a747295dda87e34b6778a56736f8f61270c61ed045e980,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",desktop,"{'alignment': {'wrong': ['river'], 'missed': ['sun', 'tree'], 'correct': ['mountain'], 'relation_hits': [], 'style_metrics': {'token_count': 54.0, 'unique_ratio': 0.9444, 'sentence_count': 3.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0185, 'relation_term_density': 0.0556, 'repeated_bigram_ratio': 0.0, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': True, 'recall_weak': True, 'alignment_weak': True, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 51, 'repetitive_template_detected': False}, 'enforcement': {'combined_suspicion': False, 'enforcement_status': 'watchlist', 'watchlist_triggered': True, 'contradiction_signals': ['attention_fail_requires_quality_cap'], 'soft_review_recommended': False, 'participant_enforcement_score': 0.2476}}",7,0,0,933.601,1,7,0,0,100,30,875,2026-03-29 18:53:08.411888+00:00,fail,0.45,0.3333,1.0,3.0,51,44.0,0.53,0.352,0.5,0.3333,0.4,0.0,0.6,0.0142,1.0,0.0,1,False,False,"{'alignment_score': 0.4325, 'alignment_recall': 0.3333, 'matched_term_count': 1, 'distinct_word_count': 51, 'expected_term_count': 3, 'expected_term_recall': 0.3333, 'descriptive_token_count': 44}",0.0,82.29,-851.36,0.0,0.0,0.0,0.45,True,watchlist,False,60,9.546,676,169,1.3615437,104.57265,63,11.123175,17,0.7527,False,5,1,9.546,924.103,2,1,0.3333,0.6399,36,36.svg,https://d15t657aq01nli.cloudfront.net/36.svg,True,11.266666666666667,1.05,0.0642639792898616,4.104475191985192,0.1455324121986817,0.3955011357127663,0.42677032076075727,train
327,167652aa-741b-429b-9718-ef7418aaba3b,356,645.0,74,2.0,The image shows a cute orange kitten sitting on a stone slab beside a small waterfall that flows into a sparkling river. The background is a golden sunset sky. Several colorful butterflies of various sizes and hues are fluttering around the scene some near the kitten and others above the water. Pink and yellow flowers grow among green grass near the kitten adding a lively natural atmosphere to the serene setting evoking feelings of innocence and beauty in nature.,79,Noooo,135.145,True,False,0,False,0.7215,0.6128,845b019f82585321de96b0c51d542acfa54b4dd1f77dc226b64d081a1c00f281,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['flower', 'grass', 'river', 'water'], 'missed': [], 'correct': ['butterfly', 'cat', 'waterfall'], 'relation_hits': [], 'style_metrics': {'token_count': 73.0, 'unique_ratio': 0.8219, 'sentence_count': 4.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0137, 'relation_term_density': 0.1096, 'repeated_bigram_ratio': 0.0278, 'natural_language_score': 1.0}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",3,0,0,137.161,1,3,0,0,100,8,24,2026-04-04 04:15:10.528746+00:00,0,0.0,0.0,0.0,0.0,60,0.0,0.6127,0.1036,0.4286,1.0,0.6,0.0,1.0,0.0352,1.0,0.0,0,False,False,{},0.1465,175.98,40.84,0.1249,0.0169,0.1465,0.27,False,normal,False,327,89.472,10,231,4.7584443,41.704308,3,13.828,13,0.825,False,4,2,89.472,45.673,7,3,1.0,0.7808,74,74.svg,https://d15t657aq01nli.cloudfront.net/74.svg,True,0.12658227848101267,0.0379746835443038,0.5845573273151059,3.3915998138449224,0.22787515380774684,0.9062001034618921,0.1210461339570706,train
328,86d4382f-ffa1-4e63-b0c2-341f43738a6d,353,637.0,64,2.0,This picture in many people and animals. The elephant is a playing a water. Three monkeys playing rocks in this picture and one monkey is observed human activities. This the animals closely a lively creativity and wildlife atmosphere. Some people are showing this seen and some people are enjoying swimming and rocks with animals. Amazing small zoo center. Human and animals together create beautiful atmosphere.,65,Amazing,1074.944,True,False,0,False,0.6942,0.5617,9286d204b58aa0737a8d817156c2e248db06d9aad18f4da545f75a6b15da8355,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['rock', 'water'], 'missed': ['giraffe'], 'correct': ['elephant', 'monkey'], 'relation_hits': [], 'style_metrics': {'token_count': 62.0, 'unique_ratio': 0.629, 'sentence_count': 7.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0323, 'relation_term_density': 0.0484, 'repeated_bigram_ratio': 0.0656, 'natural_language_score': 0.9558}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",1,0,0,1077.1,1,1,0,0,100,50,1149,2026-04-04 04:21:24.759353+00:00,0,0.0,0.0,0.0,0.0,39,0.0,0.5365,0.0544,0.5,0.6667,0.5714,0.0,0.8,0.0208,0.9558,0.0,0,False,False,{},0.0,151.83,-923.11,0.1,0.0,0.0,0.09,False,normal,False,328,86.334,802,637,1.2007978,9.83043,147,4.9864016,54,0.9995,False,5,5,86.334,988.61,4,1,0.6667,0.6389,64,64.svg,https://d15t657aq01nli.cloudfront.net/64.svg,True,12.338461538461539,2.2615384615384615,0.06046826625386997,7.544765724356971,0.1264739531825679,0.630165879204835,0.7277110238554447,test
408,c1ff53ed-810e-45cc-8dcd-2ad0c33e80ac,428,757.0,214,1.0,A whimsical pasteltoned nursery scene features Winnie the Pooh characters gathered in a cozy room. Tigger Pooh Piglet and Eeyore sit beneath a small umbrella surrounded by plush toys and warm lighting. A rainbow mobile hangs overhead with balloons and a tiny airplane. Treehouselike structures and soft furnishings create a dreamy storybook atmosphere full of charm and comfort and peace.,60,Add clear picture,203.43,True,False,0,False,0.6459,0.14,8d6265dbcec915802c9bdeb0e60ddc37ef3fdbbf0c3f3ac8137deddbd4d24e09,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': [], 'missed': ['decor', 'interior', 'statue'], 'correct': [], 'relation_hits': [], 'style_metrics': {'token_count': 54.0, 'unique_ratio': 0.8889, 'sentence_count': 4.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.0556, 'repeated_bigram_ratio': 0.0, 'natural_language_score': 1.0}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",1,0,0,310.553,2,2,0,1,100,9,43,2026-04-06 07:35:06.118401+00:00,0,0.0,0.0,0.0,0.0,48,0.0,0.4932,0.0544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,False,False,{},0.0,143.0,-60.43,0.1,0.0,0.0,0.09,False,normal,False,408,132.676,28,4,2.5010371,96.072174,3,19.733,1,0.825,False,4,3,132.676,70.754,0,0,0.0,0.5577,214,212.jpg,https://d15t657aq01nli.cloudfront.net/212.jpg,True,0.4666666666666667,0.05,0.2949417490045716,3.8709560832427288,0.1357696539694033,0.21963341914188844,0.015314330127974132,train
329,47e13d70-5d5f-40f8-83cf-09582ca711fe,360,652.0,80,1.0,In this picture there is a little girl standing around beautiful animals in nature every thing around here is very positive and all faces looks so happy and peaceful. She is smiling while looking at the animals. And even all the animals around her looking at her very curiously. The vibe in this picture is very blissful. The moment looks peaceful.,61,Feel nice while describe image,522.742,True,False,0,False,0.6718,0.4088,3b629f5b207b1b882824b3484352962d18725a2b0700380bfd210976e7203ad4,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['face'], 'missed': ['deer', 'forest'], 'correct': ['girl'], 'relation_hits': [], 'style_metrics': {'token_count': 60.0, 'unique_ratio': 0.6, 'sentence_count': 5.0, 'stuffing_penalty': 0.0155, 'object_token_density': 0.0167, 'relation_term_density': 0.1667, 'repeated_bigram_ratio': 0.0847, 'natural_language_score': 0.9417}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",0,0,0,522.678,1,0,0,0,100,17,381,2026-04-04 09:49:36.916340+00:00,0,0.0,0.0,0.0,0.0,36,0.0,0.514,0.0135,0.5,0.3333,0.4,0.0,0.6,0.0142,0.9417,0.0155,0,False,False,{},0.0,124.99,-397.75,0.0338,0.0,0.0,0.0,False,normal,False,329,21.401001,374,54,1.264362,24.87631,38,7.9991055,8,0.9424,False,5,1,21.401001,501.341,2,0,0.3333,0.4799,80,80.svg,https://d15t657aq01nli.cloudfront.net/80.svg,True,6.131147540983607,0.6229508196721312,0.11669236449338298,3.7081703713028733,0.10505791167852865,0.3576569071237367,0.21584029684267286,test
333,2ba0c08f-6c41-4fd8-a28c-0c37e1a88b92,362,658.0,42,1.0,This is a space photo and one people are in the sky they have fling on sky space are very beautiful and like a very good and the picture is a very good for me and I like the the picture and like a very beautiful place in the best most beautiful place is specei like space photo and take,60,No comments,161.502,False,True,False,False,0.3765,0.1858,59a46be108228823caf3f1c0c162fd161b705ac86cbff4c9d0a3467397d88c5d,"Mozilla/5.0 (Linux; U; Android 16; en-gb; CPH2707 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.72 Mobile Safari/537.36 HeyTapBrowser/45.13.4.1",mobile,"{'alignment': {'wrong': [], 'missed': ['cloud', 'planet', 'rabbit', 'star'], 'correct': ['space'], 'relation_hits': [], 'style_metrics': {'token_count': 55.0, 'unique_ratio': 0.4909, 'sentence_count': 1.0, 'stuffing_penalty': 0.1709, 'object_token_density': 0.0545, 'relation_term_density': 0.0545, 'repeated_bigram_ratio': 0.1852, 'natural_language_score': 0.7553}}, 'attention': {'strict': True, 'suspicious': True, 'recall_weak': True, 'alignment_weak': True, 'core_term_count': 5, 'keyword_missing': False, 'distinct_word_count': 27, 'repetitive_template_detected': True}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.2476, 'recent_attention_concern_count': 1, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'watchlist', 'watchlist_triggered': True, 'contradiction_signals': ['attention_fail_requires_quality_cap'], 'soft_review_recommended': False, 'participant_enforcement_score': 0.2476}}",1,0,0,161.48,1,1,0,0,100,11,308,2026-04-04 12:29:10.423759+00:00,fail,0.134,0.2,1.0,5.0,27,12.0,0.3756,0.2944,1.0,0.2,0.3333,0.0,0.52,0.0,0.7553,0.1709,1,False,False,"{'alignment_score': 0.1858, 'alignment_recall': 0.2, 'matched_term_count': 1, 'distinct_word_count': 27, 'expected_term_count': 5, 'expected_term_recall': 0.2, 'descriptive_token_count': 12}",0.0,89.16,-72.34,0.0,0.0,0.0,0.09,True,watchlist,False,333,10.37,308,62,0.45997393,3.7163174,5,9.0596,4,0.6076,False,5,5,10.37,151.132,1,0,0.2,0.3708,42,42.svg,https://d15t657aq01nli.cloudfront.net/42.svg,True,5.133333333333334,0.08333333333333333,0.37151242709068616,3.973558929215951,0.07578135630228464,0.3010261987979868,0.1861823560221403,train
